row_id,timestamp,animal_id,behavior,anomaly,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,heart_rate_bpm,temperature_c
25652,18-01-2025 19:31,cow_18,grazing,0,0.265,-0.036,1.394,9.67,-0.49,-5.24,59,39.12
25653,18-01-2025 19:32,cow_18,resting,0,-0.24,0.138,0.86,5.28,-7.34,1.22,68,39.3
25654,18-01-2025 19:33,cow_13,resting,0,-0.098,-0.012,0.994,0.75,-6,-5.48,68,38.92
25655,18-01-2025 19:34,cow_12,ruminating,0,0.373,0.237,1.056,-1.75,-1,-4.46,82,38.25
25656,18-01-2025 19:35,cow_9,walking,0,0.155,0.914,0.788,0.04,-8.2,-1.57,87,38.98
25657,18-01-2025 19:36,cow_5,grazing,0,-0.381,0.031,0.972,-3.19,-7.45,-4.15,77,38.14
25658,18-01-2025 19:37,cow_9,walking,0,-0.118,0.287,0.37,9.66,3.29,-7.66,71,38.18
25659,18-01-2025 19:38,cow_13,grazing,0,-0.388,0.327,0.484,9.26,3.67,-1.86,72,38.25
25660,18-01-2025 19:39,cow_16,grazing,0,-0.097,-0.003,0.894,5,-0.48,0.44,76,38.25
25661,18-01-2025 19:40,cow_10,resting,0,-0.328,0.211,0.799,11.74,-7.37,-8.76,73,39.04
25662,18-01-2025 19:41,cow_16,grazing,0,0.116,0.092,1.102,-13.76,1.73,3.79,74,38.63
25663,18-01-2025 19:42,cow_14,walking,0,0.586,0.001,1.227,3.39,-0.3,2.87,65,39.11
25664,18-01-2025 19:43,cow_2,ruminating,0,-0.3,0.097,1.289,-2.72,3.12,-2.38,62,38.52
25665,18-01-2025 19:44,cow_19,walking,0,0.623,0.342,0.964,-0.32,0.89,2.66,63,38.09
25666,18-01-2025 19:45,cow_11,resting,0,0.309,-0.027,0.812,0.43,6.52,0.33,69,39.26
25667,18-01-2025 19:46,cow_19,grazing,0,-0.049,0.047,0.914,-16.4,-5.96,2.53,63,38.38
25668,18-01-2025 19:47,cow_11,grazing,0,0.111,-0.623,0.783,-4.13,-5.23,6.17,66,38.48
25669,18-01-2025 19:48,cow_14,grazing,0,0.281,0.279,1.08,-2.6,9.39,-8.01,76,38.45
25670,18-01-2025 19:49,cow_15,grazing,0,0.129,0.279,1.15,3.33,0.12,5.3,84,38.38
25671,18-01-2025 19:50,cow_7,walking,0,0.409,-0.05,0.553,2.7,-3.36,9.01,72,38.61
25672,18-01-2025 19:51,cow_15,grazing,0,0.468,0.395,0.987,3.45,-6.58,-5.06,80,38.35
25673,18-01-2025 19:52,cow_8,ruminating,0,-0.211,-0.185,0.919,4.56,-5.33,8.29,77,38.45
25674,18-01-2025 19:53,cow_4,resting,1,2.261,2.911,1.221,99.79,101.5,57.75,73,38.58
25675,18-01-2025 19:54,cow_18,resting,0,-0.311,0.095,1.253,-4.16,-0.03,2.97,66,38.53
25676,18-01-2025 19:55,cow_14,grazing,0,-0.106,0.009,0.763,6.72,8.02,-3.06,63,38.69
25677,18-01-2025 19:56,cow_18,resting,0,0.261,-0.257,0.68,-4.17,1.81,-4.37,86,38.13
25678,18-01-2025 19:57,cow_4,grazing,0,-0.01,0.132,0.499,4.03,1.6,-5.81,56,38.32
25679,18-01-2025 19:58,cow_2,grazing,0,0.296,-0.161,0.921,4.27,-8.47,1.71,81,38.65
25680,18-01-2025 19:59,cow_6,grazing,0,0.047,0.173,0.938,0.98,3.45,-6.02,71,38.51
25681,18-01-2025 20:00,cow_11,grazing,0,0.285,0.298,0.898,-5.8,8.6,0,67,38.01
25682,18-01-2025 20:01,cow_1,walking,0,0.548,0.719,0.908,-4.13,-5.03,4.73,65,38.97
25683,18-01-2025 20:02,cow_15,drinking,0,-0.293,-0.182,1.329,-3.31,6.18,-3.65,60,38.06
25684,18-01-2025 20:03,cow_12,resting,0,0.085,-0.146,0.868,-6.18,-5.02,0.84,75,38.81
25685,18-01-2025 20:04,cow_18,grazing,0,0.095,-0.391,0.919,4.61,-2.39,2.59,81,39.05
25686,18-01-2025 20:05,cow_5,resting,0,0.121,-0.225,0.932,0.36,0.1,11.04,68,38.1
25687,18-01-2025 20:06,cow_11,grazing,0,-0.112,0.213,0.813,-1.4,-2.65,0.57,64,37.65
25688,18-01-2025 20:07,cow_19,ruminating,0,-0.012,-0.411,1.147,5.37,0.46,2.22,74,39.3
25689,18-01-2025 20:08,cow_1,grazing,0,0.155,0.059,1.075,-2.57,-3.17,5.71,69,38.43
25690,18-01-2025 20:09,cow_17,grazing,0,0.222,0.198,0.634,6.97,4.43,4.33,56,38.25
25691,18-01-2025 20:10,cow_8,grazing,0,0.251,-0.15,1.148,5.74,5.16,3.47,69,38.87
25692,18-01-2025 20:11,cow_16,ruminating,0,0.121,0.131,0.708,4.4,5.24,-5.92,78,38.25
25693,18-01-2025 20:12,cow_11,ruminating,0,-0.148,-0.189,0.911,3.23,0.44,-3.45,64,38.85
25694,18-01-2025 20:13,cow_19,resting,0,0.195,0.092,1.163,3.56,4.67,-6.67,80,38.76
25695,18-01-2025 20:14,cow_11,ruminating,0,0.197,0.321,1.277,-2.35,-2.87,-3.75,89,37.34
25696,18-01-2025 20:15,cow_15,resting,0,-0.206,0.107,0.83,-6.18,-4.83,-11.08,67,38.69
25697,18-01-2025 20:16,cow_8,resting,0,0.516,0.193,0.718,-5.73,2.27,-3.28,75,38.94
25698,18-01-2025 20:17,cow_14,walking,0,0.532,0.707,0.874,0.43,-0.1,-4.5,57,38.98
25699,18-01-2025 20:18,cow_1,walking,0,0.298,0.945,0.875,1.37,1.14,-4.42,75,39.07
25700,18-01-2025 20:19,cow_10,resting,0,-0.301,-0.097,0.678,-7.44,-1.64,2.84,73,37.71
25701,18-01-2025 20:20,cow_7,walking,0,0.894,-0.303,0.917,4.16,9.3,10.5,88,39.1
25702,18-01-2025 20:21,cow_18,resting,0,-0.255,-0.075,1.203,2.22,1.09,2.57,78,38.78
25703,18-01-2025 20:22,cow_12,resting,0,-0.29,-0.051,1.27,8.56,0.19,-2.69,75,38.98
25704,18-01-2025 20:23,cow_2,grazing,0,0.153,0.223,1.318,3.51,-10.16,-6.57,93,38.86
25705,18-01-2025 20:24,cow_18,resting,0,-0.243,-0.008,1.258,-0.75,-3.39,7.09,80,38.34
25706,18-01-2025 20:25,cow_7,grazing,0,0.335,0.032,1.036,5.55,3.54,-6.8,65,39.1
25707,18-01-2025 20:26,cow_20,grazing,0,-0.359,-0.149,0.786,6.08,-5.88,5.25,60,38.17
25708,18-01-2025 20:27,cow_12,resting,0,0.064,-0.094,1.14,-0.73,-6.8,-6.43,74,37.77
25709,18-01-2025 20:28,cow_20,ruminating,0,-0.067,-0.175,1.177,1.02,5.28,-3.94,76,38.73
25710,18-01-2025 20:29,cow_14,grazing,0,0.097,0.112,1.35,-4.43,1.52,2.26,66,37.66
25711,18-01-2025 20:30,cow_10,walking,0,0.699,0.079,0.991,8.34,-1.03,-7.99,56,37.86
25712,18-01-2025 20:31,cow_9,grazing,0,0.366,0.396,1.143,-3.07,2.59,1.8,73,39.63
25713,18-01-2025 20:32,cow_15,grazing,0,0.238,0.006,0.946,-1.32,-3.63,4.57,64,38.67
25714,18-01-2025 20:33,cow_20,grazing,0,-0.17,0.095,1.185,12.07,-0.9,-5.1,81,37.75
25715,18-01-2025 20:34,cow_10,resting,0,-0.321,0.27,0.832,-1.18,1.69,-1.26,79,39.52
25716,18-01-2025 20:35,cow_19,drinking,0,-0.009,-0.108,0.867,-0.37,5.08,0.7,69,38.6
25717,18-01-2025 20:36,cow_19,ruminating,0,-0.167,-0.057,0.847,-7.65,-3.34,-0.77,59,38.01
25718,18-01-2025 20:37,cow_12,grazing,0,0.293,0.228,1.389,0.8,2.75,-6.32,77,38.31
25719,18-01-2025 20:38,cow_12,grazing,0,0.185,-0.081,1.249,4.4,4.8,2.11,70,38.95
25720,18-01-2025 20:39,cow_9,resting,0,-0.164,-0.001,1.116,5.9,-4.74,-2.33,69,38.55
25721,18-01-2025 20:40,cow_20,resting,0,0.268,-0.072,0.985,-2.61,-1.02,-5.73,68,38.26
25722,18-01-2025 20:41,cow_4,grazing,0,0.753,0.207,0.798,0.74,5.46,-7.83,85,38.61
25723,18-01-2025 20:42,cow_1,resting,0,-0.185,0.281,0.944,8.37,-5.01,-1.12,67,37.69
25724,18-01-2025 20:43,cow_16,grazing,0,0.002,0.172,0.653,-0.27,1.42,-3.05,89,38.37
25725,18-01-2025 20:44,cow_1,grazing,0,0.348,-0.2,1.134,2.64,-2.17,-5.46,70,38.66
25726,18-01-2025 20:45,cow_13,ruminating,0,0.067,-0.114,1.048,-2.71,2.5,-3.42,70,38.97
25727,18-01-2025 20:46,cow_3,grazing,0,-0.12,0.428,0.831,0.79,-3.57,-3.99,63,39.18
25728,18-01-2025 20:47,cow_12,grazing,0,0.364,0.198,1.445,-9.87,2.34,1.38,61,39.28
25729,18-01-2025 20:48,cow_9,grazing,0,-0.272,0.027,1.065,-1.21,0.93,-9.82,80,37.89
25730,18-01-2025 20:49,cow_4,grazing,0,0.186,-0.094,1.017,-1.54,1.63,-10.38,69,37.61
25731,18-01-2025 20:50,cow_2,ruminating,0,-0.031,0.08,0.909,7.64,-4.76,2.47,64,39.55
25732,18-01-2025 20:51,cow_9,ruminating,0,0.36,0.344,0.837,-6.6,-0.09,6.7,71,38.01
25733,18-01-2025 20:52,cow_20,grazing,0,0.547,-0.066,0.842,6.38,4.27,-11.07,62,38.05
25734,18-01-2025 20:53,cow_13,grazing,0,0.15,-0.01,0.679,3.47,6.91,-0.33,70,38.64
25735,18-01-2025 20:54,cow_14,grazing,0,-0.109,0.09,1.153,1.67,-3.29,-15.29,70,38.24
25736,18-01-2025 20:55,cow_3,walking,0,0.573,0.814,1.01,-3.74,3.23,-7.68,53,38.37
25737,18-01-2025 20:56,cow_18,resting,0,0.086,-0.067,1.075,0.7,14.5,3.05,63,39.15
25738,18-01-2025 20:57,cow_9,walking,0,0.635,-0.09,1.066,0.09,0.01,4.58,69,38.69
25739,18-01-2025 20:58,cow_15,ruminating,0,-0.081,0.216,1.215,10.54,2.61,3.02,77,38.87
25740,18-01-2025 20:59,cow_10,resting,0,-0.179,-0.07,1.075,-8.24,4.4,-4.99,85,38.02
25741,18-01-2025 21:00,cow_17,ruminating,0,-0.218,-0.133,1.391,4.59,-8.34,7.76,71,39.12
25742,18-01-2025 21:01,cow_13,resting,0,0.229,-0.17,0.872,7.75,1.46,-0.05,68,38.35
25743,18-01-2025 21:02,cow_1,grazing,0,-0.146,0.082,1.076,1.12,-5.65,5.12,95,38.45
25744,18-01-2025 21:03,cow_11,resting,0,-0.135,0.017,0.869,1.07,7.39,3.26,83,39.61
25745,18-01-2025 21:04,cow_5,grazing,0,0.054,0.004,0.798,-0.35,2.78,-1.4,85,37.87
25746,18-01-2025 21:05,cow_9,drinking,0,0.174,-0.046,1.283,4.66,-4.91,-2.14,61,38.96
25747,18-01-2025 21:06,cow_7,grazing,0,0.226,-0.226,1.378,10.05,-3.44,2.86,92,38.61
25748,18-01-2025 21:07,cow_7,grazing,0,-0.127,0.417,0.946,0.7,-2.89,-9.8,63,38.92
25749,18-01-2025 21:08,cow_2,ruminating,0,-0.099,-0.384,0.712,-1.72,-0.04,-0.74,73,39.1
25750,18-01-2025 21:09,cow_19,grazing,0,-0.451,0.348,0.741,2.91,1.19,-0.24,69,38.96
25751,18-01-2025 21:10,cow_20,grazing,0,0.263,0.112,0.402,5.67,-0.84,-5.26,70,38.56
25752,18-01-2025 21:11,cow_18,grazing,0,0.34,-0.021,1.201,8.13,-4.53,4.72,82,38.39
25753,18-01-2025 21:12,cow_10,walking,0,0.832,0.287,1.25,-0.39,1,2.24,65,38.63
25754,18-01-2025 21:13,cow_5,grazing,0,0.109,0.172,0.898,-1.67,-1.65,4.4,79,37.26
25755,18-01-2025 21:14,cow_16,grazing,0,0.22,0.152,1.078,-1.82,-7.62,-5.53,68,39.21
25756,18-01-2025 21:15,cow_5,walking,0,0.089,0.921,0.43,-1.05,-1.25,-10.38,68,39.03
25757,18-01-2025 21:16,cow_15,drinking,0,0.204,0.195,1.277,5.61,-2.88,3.54,57,39.05
25758,18-01-2025 21:17,cow_16,grazing,0,0.016,0.303,0.9,1.21,-4.6,4.79,69,38.63
25759,18-01-2025 21:18,cow_4,resting,0,0.142,0.157,0.794,-3.21,9.2,-3.59,77,38.38
25760,18-01-2025 21:19,cow_14,resting,0,-0.293,0.057,1.321,2.31,-6.12,8.03,82,38.98
25761,18-01-2025 21:20,cow_17,grazing,0,0.038,0.371,0.551,3.85,-1.22,-1.68,71,38.46
25762,18-01-2025 21:21,cow_17,ruminating,0,-0.024,-0.198,1.294,9.79,-5.38,-2.98,62,38.23
25763,18-01-2025 21:22,cow_16,grazing,0,-0.102,0.044,0.978,15.56,7.72,4.92,80,38.63
25764,18-01-2025 21:23,cow_9,grazing,0,0.134,-0.045,0.633,6.02,6.17,-0.4,80,38.77
25765,18-01-2025 21:24,cow_2,grazing,0,0.289,0.254,1.212,3.3,1.46,0.38,56,38.3
25766,18-01-2025 21:25,cow_11,grazing,0,-0.122,0.039,0.447,0.57,5.58,3.65,74,38.22
25767,18-01-2025 21:26,cow_15,grazing,0,-0.046,0.173,0.736,-0.6,3.23,4.44,65,37.88
25768,18-01-2025 21:27,cow_3,walking,0,0.578,0.039,0.761,-2.91,-2.86,-4.2,76,38.41
25769,18-01-2025 21:28,cow_16,grazing,0,-0.272,0.407,1.066,9.79,-3.78,6.32,80,38.17
25770,18-01-2025 21:29,cow_19,grazing,0,-0.009,-0.073,0.775,1.48,2.51,0.25,67,38.44
25771,18-01-2025 21:30,cow_6,resting,0,-0.131,0.099,0.879,-10.14,2.07,-4.87,78,38.81
25772,18-01-2025 21:31,cow_14,grazing,0,-0.055,0.083,0.39,-1.65,1.79,2.43,62,38.95
25773,18-01-2025 21:32,cow_5,ruminating,0,-0.05,-0.125,1.485,-4.28,-6.81,4.44,68,38.43
25774,18-01-2025 21:33,cow_5,resting,0,0.197,-0.053,1.179,0.83,-5.79,-8.24,76,38.42
25775,18-01-2025 21:34,cow_6,grazing,0,0.184,0.288,1.023,3.65,9.45,7.3,60,37.57
25776,18-01-2025 21:35,cow_18,grazing,0,0.479,-0.316,0.95,-1.54,-3.96,-4.02,61,37.85
25777,18-01-2025 21:36,cow_18,grazing,0,0.292,0.37,0.937,-4.94,-3.01,7.5,76,38.34
25778,18-01-2025 21:37,cow_19,resting,0,-0.044,-0.016,1.47,-3.9,-7.38,-8.53,74,38.37
25779,18-01-2025 21:38,cow_2,grazing,0,0.172,0.209,0.927,0.71,2.21,8.08,72,38.45
25780,18-01-2025 21:39,cow_17,grazing,0,0.302,-0.368,1.089,5.32,-0.45,3.49,67,38.23
25781,18-01-2025 21:40,cow_1,ruminating,0,-0.079,0.045,1.173,3.95,3.23,3.07,76,38.51
25782,18-01-2025 21:41,cow_9,resting,0,-0.227,-0.143,1.019,0.74,-1.37,2.88,87,39.45
25783,18-01-2025 21:42,cow_13,ruminating,0,-0.213,-0.069,0.794,-1.87,-4.9,-11.04,89,38.31
25784,18-01-2025 21:43,cow_4,resting,1,1.566,1.343,1.84,99.68,116.34,81.07,84,40.04
25785,18-01-2025 21:44,cow_5,grazing,1,2.076,2.239,2.255,40.56,128.37,95.85,63,37.9
25786,18-01-2025 21:45,cow_18,ruminating,0,0.004,0.064,0.541,3.33,-1.28,0.84,74,39.16
25787,18-01-2025 21:46,cow_10,resting,0,-0.326,-0.354,0.596,-0.26,0.77,-3.11,70,38.85
25788,18-01-2025 21:47,cow_4,resting,0,0.211,-0.053,0.905,-3.68,3.93,-5.04,65,37.83
25789,18-01-2025 21:48,cow_13,grazing,0,0.36,0.358,1.143,4.4,7.15,-4.03,81,37.87
25790,18-01-2025 21:49,cow_13,ruminating,0,-0.041,0.219,0.597,1.55,-1.3,4.95,66,38.39
25791,18-01-2025 21:50,cow_17,ruminating,0,0.175,-0.344,1.2,4.61,-0.54,5.91,66,38.83
25792,18-01-2025 21:51,cow_8,walking,0,0.06,-0.05,0.554,-9.07,-4.58,2,67,38.32
25793,18-01-2025 21:52,cow_4,grazing,1,4.081,1.993,1.039,104.91,73.01,95.88,58,38.66
25794,18-01-2025 21:53,cow_3,grazing,0,-0.046,0.377,1.018,-6.3,3.83,-2.01,68,38.08
25795,18-01-2025 21:54,cow_11,grazing,0,0.084,0.516,1.255,-9.37,-0.13,5.23,69,38.65
25796,18-01-2025 21:55,cow_12,grazing,0,0.21,0.065,0.954,2.15,-5.23,8.28,75,38.22
25797,18-01-2025 21:56,cow_9,grazing,0,0.124,-0.117,0.775,-1.49,2.61,-1.34,67,39.41
25798,18-01-2025 21:57,cow_15,walking,0,0.931,0.629,0.901,-6.06,-0.91,2.57,71,38.61
25799,18-01-2025 21:58,cow_13,grazing,0,0.088,-0.043,0.861,1.19,-9.86,2.5,79,37.82
25800,18-01-2025 21:59,cow_5,grazing,0,0.315,0.036,0.805,-4.86,0.31,1.67,54,38.76
25801,18-01-2025 22:00,cow_5,grazing,0,-0.385,-0.169,1.178,5.01,6.7,-2.22,69,38.7
25802,18-01-2025 22:01,cow_19,grazing,0,-0.108,-0.163,1.111,2.03,-4.25,-2.14,78,38.19
25803,18-01-2025 22:02,cow_11,resting,0,0.082,-0.082,1.109,-6.16,5.78,-2.49,66,38.13
25804,18-01-2025 22:03,cow_9,walking,0,0.537,0.576,0.312,-2.34,-7.68,2.19,76,38.45
25805,18-01-2025 22:04,cow_3,drinking,0,-0.419,-0.226,0.257,-1.32,1.22,-0.22,68,38.53
25806,18-01-2025 22:05,cow_18,walking,0,0.676,1.128,1.569,1.87,2.72,3.2,72,39.97
25807,18-01-2025 22:06,cow_13,grazing,0,-0.161,0.142,0.912,-10.08,4.44,0.74,61,38.52
25808,18-01-2025 22:07,cow_12,resting,0,0.042,0.192,0.853,0.26,-2.77,2.38,60,38.05
25809,18-01-2025 22:08,cow_9,grazing,0,-0.117,-0.009,0.897,8.25,-2.92,4.13,52,38.7
25810,18-01-2025 22:09,cow_10,walking,0,0.346,0.602,0.882,1.5,4.7,6.86,64,37.85
25811,18-01-2025 22:10,cow_13,walking,0,0.83,0.474,0.835,-6.32,12.1,-1.54,68,38.23
25812,18-01-2025 22:11,cow_20,resting,0,0.126,0.046,1.222,-3.78,5.53,2.4,58,38.16
25813,18-01-2025 22:12,cow_20,grazing,0,0.136,0.211,1.221,-7.49,2.19,3.51,56,38.86
25814,18-01-2025 22:13,cow_13,resting,0,-0.076,0.055,1.135,-7.58,2.77,-1.11,72,38.16
25815,18-01-2025 22:14,cow_9,ruminating,0,0.09,-0.155,1.189,-8.14,1.88,9.03,70,38.14
25816,18-01-2025 22:15,cow_10,grazing,0,0.108,-0.266,0.484,4.67,6.87,-0.09,71,37.81
25817,18-01-2025 22:16,cow_19,resting,0,0.254,-0.196,0.876,4.53,2.3,-1.6,71,38.54
25818,18-01-2025 22:17,cow_6,grazing,0,0.011,0.254,0.991,-1.32,0.35,1.26,77,38.54
25819,18-01-2025 22:18,cow_7,resting,0,0.309,0.182,1.37,-2.08,-4.32,9.7,58,38.8
25820,18-01-2025 22:19,cow_15,grazing,0,0.151,0.098,1.336,2.8,-6.6,-0.58,74,38.27
25821,18-01-2025 22:20,cow_19,grazing,0,0.203,-0.198,1.615,-7.96,-0.53,-5.29,64,37.93
25822,18-01-2025 22:21,cow_14,resting,0,0.036,0.185,1.227,1.7,-6.54,-10.5,69,37.69
25823,18-01-2025 22:22,cow_16,ruminating,0,0.012,0.174,1.184,0.27,-4.47,-1.61,72,39.42
25824,18-01-2025 22:23,cow_14,resting,0,-0.011,0.054,1.032,10.58,-1.96,1.19,70,39.21
25825,18-01-2025 22:24,cow_20,grazing,0,0.411,0.242,0.877,-6.62,6.23,-4.67,67,37.36
25826,18-01-2025 22:25,cow_2,grazing,0,0.397,-0.108,1.745,-4.4,-4.7,5.85,65,37.77
25827,18-01-2025 22:26,cow_9,grazing,0,-0.109,0.048,1.171,-8.29,1.19,-0.64,72,38.87
25828,18-01-2025 22:27,cow_3,grazing,0,0.254,0.386,0.844,-3.23,3.13,-8.81,72,38.28
25829,18-01-2025 22:28,cow_6,walking,0,0.801,1.036,0.533,2.72,-0.85,-1.04,64,38.64
25830,18-01-2025 22:29,cow_5,ruminating,0,-0.114,-0.115,1.177,7.42,-2.93,-2.38,63,38.15
25831,18-01-2025 22:30,cow_14,resting,0,0.076,-0.227,1.035,0.36,-3.55,5.54,79,37.42
25832,18-01-2025 22:31,cow_15,grazing,0,0.066,-0.185,0.944,-7.22,-2.54,-3.05,65,37.65
25833,18-01-2025 22:32,cow_18,drinking,0,0.075,-0.196,0.943,1.12,7.79,4.8,63,38.48
25834,18-01-2025 22:33,cow_17,resting,0,-0.255,-0.124,0.887,-1.24,-2.75,-5.47,76,39.06
25835,18-01-2025 22:34,cow_9,grazing,0,0.326,0.024,0.723,7.67,-5.41,3.89,72,38.33
25836,18-01-2025 22:35,cow_19,grazing,0,0.468,-0.372,1.185,5.5,-11.01,-5.35,55,37.42
25837,18-01-2025 22:36,cow_9,grazing,0,-0.127,0.142,0.724,7.98,0.19,1.23,67,38.43
25838,18-01-2025 22:37,cow_16,grazing,0,0.057,-0.115,0.947,5.96,-1.36,-4.24,59,37.56
25839,18-01-2025 22:38,cow_6,ruminating,0,-0.078,-0.083,0.712,-7.54,0.58,3.25,85,38.86
25840,18-01-2025 22:39,cow_8,grazing,0,0.078,-0.246,1.335,5.18,-7.42,-0.93,63,39.05
25841,18-01-2025 22:40,cow_3,grazing,0,0.107,-0.246,0.601,-1.19,2.1,-0.23,76,37.64
25842,18-01-2025 22:41,cow_5,grazing,0,0.073,0.301,1.072,-2.35,4.31,-4.07,73,38.39
25843,18-01-2025 22:42,cow_7,ruminating,0,-0.148,0.006,0.797,3.96,-3.53,-5.24,84,38
25844,18-01-2025 22:43,cow_1,grazing,0,0.152,-0.137,0.964,5.4,-0.63,-0.61,63,39.21
25845,18-01-2025 22:44,cow_4,grazing,0,-0.017,-0.044,0.584,2.21,4.12,-4.39,70,37.51
25846,18-01-2025 22:45,cow_16,grazing,0,0.586,0.049,1.339,1.33,-8.96,-2.11,78,38.25
25847,18-01-2025 22:46,cow_14,resting,0,0.037,-0.257,0.8,0.6,0.86,6.12,68,38.55
25848,18-01-2025 22:47,cow_1,resting,0,0.097,-0.416,1.526,4.75,-1.63,2.19,67,38.47
25849,18-01-2025 22:48,cow_4,ruminating,0,-0.364,0.1,0.898,5.84,-1.18,0.85,47,38.3
25850,18-01-2025 22:49,cow_10,resting,0,0.034,0.31,0.801,-0.74,-3.09,5.32,84,39.05
25851,18-01-2025 22:50,cow_11,resting,0,-0.324,0.292,1.085,-1.02,-5.4,0.25,60,37.9
25852,18-01-2025 22:51,cow_7,ruminating,0,-0.049,-0.418,0.873,1.06,7.28,0.63,75,38.69
25853,18-01-2025 22:52,cow_4,grazing,0,0.398,0.059,1.531,5.97,2.52,-3.35,80,38.31
25854,18-01-2025 22:53,cow_1,grazing,0,0.386,0.029,1.019,4.88,13.02,1.63,68,37.52
25855,18-01-2025 22:54,cow_1,grazing,0,0.783,0.652,1.146,-4.07,5.4,-3.9,78,38.46
25856,18-01-2025 22:55,cow_17,grazing,0,0.448,0.424,1.538,-0.43,6.99,10.23,64,39.22
25857,18-01-2025 22:56,cow_10,grazing,0,0.482,0.197,0.511,-9.45,10.4,8.27,71,38.63
25858,18-01-2025 22:57,cow_5,grazing,0,0.843,-0.174,1.015,0.93,-6.03,7.29,73,38.49
25859,18-01-2025 22:58,cow_7,resting,0,-0.198,-0.059,0.719,8.74,-2.45,11.57,72,38.71
25860,18-01-2025 22:59,cow_8,resting,0,0.222,0.045,1.131,-12.22,-2.17,-1.14,75,37.97
25861,18-01-2025 23:00,cow_2,grazing,0,0.098,-0.011,0.997,-2.29,-0.87,0.31,63,37.81
25862,18-01-2025 23:01,cow_9,grazing,0,0.048,-0.156,1.159,-1.99,2.57,12.78,69,38.19
25863,18-01-2025 23:02,cow_4,grazing,0,0.164,0.112,1.289,2.27,8.68,1.35,83,38.18
25864,18-01-2025 23:03,cow_12,grazing,0,0.519,-0.074,1.368,-5.37,-4.76,8.46,59,38.89
25865,18-01-2025 23:04,cow_11,walking,0,0.39,0.144,0.621,-1.43,-1.21,-1.95,67,38.4
25866,18-01-2025 23:05,cow_5,resting,1,0.978,0.359,1.52,140.53,58.53,98.56,57,38.45
25867,18-01-2025 23:06,cow_12,walking,0,0.177,0.951,1.025,-5.84,1.74,-3.42,65,38.38
25868,18-01-2025 23:07,cow_4,resting,0,-0.061,0.005,1.194,-5.36,1.31,-1.74,65,39.17
25869,18-01-2025 23:08,cow_13,grazing,0,0.368,-0.087,1.151,-0.83,0.55,-4.1,63,38.43
25870,18-01-2025 23:09,cow_1,grazing,0,-0.031,0.166,1.106,5.63,2.52,8.81,67,38.86
25871,18-01-2025 23:10,cow_18,grazing,0,0.375,0.029,0.677,0.79,5.16,0.7,75,38.46
25872,18-01-2025 23:11,cow_4,ruminating,0,-0.155,0.18,0.884,10.11,-1.31,0.12,73,37.71
25873,18-01-2025 23:12,cow_4,resting,1,1.421,2.252,1.121,107,136.4,89.08,77,40.33
25874,18-01-2025 23:13,cow_8,grazing,0,0.353,0.021,0.607,-4.9,-3.27,6.39,81,38.02
25875,18-01-2025 23:14,cow_20,grazing,0,0.33,-0.139,0.707,-3.57,3.51,-1.46,70,38.25
25876,18-01-2025 23:15,cow_6,drinking,0,-0.214,-0.125,0.739,4.85,3.68,-2.49,65,38.46
25877,18-01-2025 23:16,cow_4,ruminating,0,-0.062,0.292,1.351,1.96,1.5,-0.49,71,38.27
25878,18-01-2025 23:17,cow_4,grazing,0,0.25,0.05,0.92,8.34,-4.71,0.59,74,38.85
25879,18-01-2025 23:18,cow_11,walking,0,-0.388,0.693,0.99,-2.12,-6.75,-6.42,59,38.64
25880,18-01-2025 23:19,cow_9,ruminating,0,0.136,-0.093,0.828,4.31,6.59,8.09,71,38.55
25881,18-01-2025 23:20,cow_14,walking,0,0.069,0.266,1.297,1.05,4.88,-1.84,77,37.93
25882,18-01-2025 23:21,cow_4,resting,0,-0.034,-0.251,1.257,11.15,-1.18,-6.4,78,38.36
25883,18-01-2025 23:22,cow_13,grazing,0,0.216,0.018,1.013,-6.2,3.6,-0.1,65,38.69
25884,18-01-2025 23:23,cow_6,grazing,0,0.027,-0.162,0.93,9.89,-8.39,-1.56,65,38.03
25885,18-01-2025 23:24,cow_13,ruminating,0,0.157,-0.026,0.994,-4.34,-4.06,-1.99,80,38.73
25886,18-01-2025 23:25,cow_3,grazing,0,-0.027,0.032,0.557,0.7,-2.78,-3.7,68,38.15
25887,18-01-2025 23:26,cow_7,grazing,0,0.157,0.16,1.072,4.16,-1.75,-1.83,69,38.24
25888,18-01-2025 23:27,cow_1,grazing,0,0.136,0.331,0.757,-3.01,-1.33,-5.01,66,38.34
25889,18-01-2025 23:28,cow_11,ruminating,0,0.261,-0.148,0.981,-3.64,1.59,5.56,68,38.43
25890,18-01-2025 23:29,cow_2,ruminating,0,0.155,0.269,0.798,6.89,6.9,5.93,70,38.84
25891,18-01-2025 23:30,cow_5,drinking,0,-0.037,-0.172,0.647,-13.22,-5.56,6.01,64,38.48
25892,18-01-2025 23:31,cow_14,grazing,0,0.091,-0.194,1.297,-6.3,6.96,-6.09,62,39.32
25893,18-01-2025 23:32,cow_13,grazing,1,3.942,2.038,1.251,85.35,107.84,106.6,66,38.79
25894,18-01-2025 23:33,cow_16,drinking,0,-0.197,0.007,1.009,8.38,1.36,4.18,85,38.06
25895,18-01-2025 23:34,cow_15,grazing,0,0.462,0.368,0.905,1.06,2.27,-1.69,63,37.65
